Id,Location,Price,Type,No. Beds,No. Baths,Area,Latitude,Longitude,Region,Sub-region
2361,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10000000,Apartment,3,3,1260,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2362,"Sher-E-Bangla Road, Hazaribag, Dhaka",11000000,Apartment,3,4,1435,23.73494,90.36859,Hazaribag,Sher-E-Bangla Road
2363,"Pallabi, Mirpur, Dhaka",4200000,Apartment,2,2,850,23.82566,90.37001,Mirpur,Pallabi
2364,"Gulshan 2, Gulshan, Dhaka",60000000,Apartment,4,4,2989,23.79059,90.42566,Gulshan,Gulshan 2
2365,"Block P, Bashundhara R-A, Dhaka",9000000,Plot,,,3640,23.66803,90.43935,BashundharaR-A,Block P
2366,"Gulshan 1, Gulshan, Dhaka",25000000,Apartment,3,3,1440,23.79059,90.42566,Gulshan,Gulshan 1
2367,"Gulshan 1, Gulshan, Dhaka",25000000,Apartment,3,3,1440,23.79059,90.42566,Gulshan,Gulshan 1
2368,"Gulshan 1, Gulshan, Dhaka",25000000,Apartment,3,3,1440,23.79059,90.42566,Gulshan,Gulshan 1
2369,"Babar Road, Mohammadpur, Dhaka",17000000,Apartment,4,4,2000,23.77026,90.36731,Mohammadpur,Babar Road
2370,"Konapara, Demra, Dhaka",5000000,Plot,,,1440,23.71032,90.46983,Demra,Konapara
2371,"Kazirgaon, Jatra Bari, Dhaka",15000000,Plot,,,1800,23.71667,90.42181,JatraBari,Kazirgaon
2372,"Konapara, Demra, Dhaka",3000000,Apartment,2,2,1041,23.71032,90.46983,Demra,Konapara
2373,"Konapara, Demra, Dhaka",3000000,Apartment,2,2,1040,23.71032,90.46983,Demra,Konapara
2374,"East Kazipara, Mirpur, Dhaka",4700000,Apartment,3,2,1087,23.80091,90.37135,Mirpur,East Kazipara
2375,"Konapara, Demra, Dhaka",2500000,Apartment,2,2,870,23.71032,90.46983,Demra,Konapara
2376,"Crescent Road, Kathalbagan, Dhaka",5300000,Apartment,2,2,900,23.74545,90.38776,Kathalbagan,Crescent Road
2377,"Section 7, Mirpur, Dhaka",3000000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 7
2378,"Section 7, Mirpur, Dhaka",2800000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 7
2379,"Section 7, Mirpur, Dhaka",3000000,Apartment,2,2,750,23.81223,90.35967,Mirpur,Section 7
2380,"Mansurabad Housing Society, Adabor, Dhaka",6409000,Apartment,3,3,1105,23.7766,90.36276,Adabor,Mansurabad Housing Society
2381,"Sector 3, Uttara, Dhaka",12000000,Apartment,3,3,1400,23.86846,90.3928,Uttara,Sector 3
2382,"Block B, Lalmatia, Dhaka",18000000,Apartment,3,4,1635,23.75729,90.36781,Lalmatia,Block B
2383,"South Banasree Project, Banasree, Dhaka",6200000,Apartment,3,3,1150,23.76354,90.4318,Banasree,South Banasree Project
2384,"Gulshan 2, Gulshan, Dhaka",55000000,Apartment,4,3,3106,23.79059,90.42566,Gulshan,Gulshan 2
2385,"Chandrima Model Town, Mohammadpur, Dhaka",3200000,Apartment,2,2,800,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2386,"Chandrima Model Town, Mohammadpur, Dhaka",6100000,Apartment,3,3,1450,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2387,"Chandrima Model Town, Mohammadpur, Dhaka",6100000,Apartment,3,3,1450,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2388,"Taltola, Agargaon, Dhaka",6500000,Apartment,3,3,1500,23.77323,90.37154,Agargaon,Taltola
2389,"Peer Saheber Goli, Shantinagar, Dhaka",15000000,Apartment,4,4,1620,23.74071,90.41285,Shantinagar,Peer Saheber Goli
2390,"Block D, Banasree, Dhaka",6500000,Apartment,3,2,1020,23.76354,90.4318,Banasree,Block D
2391,"Section 15, Mirpur, Dhaka",14500000,Apartment,3,4,1872,23.81223,90.35967,Mirpur,Section 15
2392,"West End Street, Hatirpool, Dhaka",25000000,Apartment,4,3,3129,23.74172,90.39135,Hatirpool,West End Street
2393,"Doniya, Shyampur, Dhaka",3690000,Apartment,3,2,1025,23.68094,90.43935,Shyampur,Doniya
2394,"Road No 8A, Dhanmondi, Dhaka",7500000,Apartment,3,2,1005,23.76629,90.41775,Dhanmondi,Road No 8A
2395,"Ahmed Nagar, Mirpur, Dhaka",4500000,Apartment,3,2,1230,23.81223,90.35967,Mirpur,Ahmed Nagar
2396,"Road No 4, Banani, Dhaka",40000000,Apartment,3,4,2400,23.78855,90.40081,Banani,Road No 4
2397,"Section 15, Mirpur, Dhaka",14200000,Apartment,3,3,1872,23.81223,90.35967,Mirpur,Section 15
2398,"Lalbagh Road, Lalbagh, Dhaka",7000000,Apartment,3,2,1000,23.76629,90.41775,Lalbagh,Lalbagh Road
2399,"South Banasree Project, Banasree, Dhaka",6200000,Apartment,3,3,1150,23.76354,90.4318,Banasree,South Banasree Project
2400,"Road No 4, Banani, Dhaka",35000000,Apartment,3,4,2130,23.78855,90.40081,Banani,Road No 4
2401,"Azam Road, Mohammadpur, Dhaka",4000000,Apartment,2,2,720,23.76007,90.36538,Mohammadpur,Azam Road
2402,"Chandrima Model Town, Mohammadpur, Dhaka",6000000,Apartment,3,3,1450,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2403,"Section 10, Mirpur, Dhaka",4800000,Apartment,3,2,1050,23.81223,90.35967,Mirpur,Section 10
2404,"Sector 5, Purbachal, Dhaka",36000000,Plot,,,3600,23.86409,90.39401,Purbachal,Sector 5
2405,"Sector 3, Purbachal, Dhaka",30000000,Plot,,,3600,23.85561,90.40267,Purbachal,Sector 3
2406,"Kadamtali, Shyampur, Dhaka",4000000,Apartment,2,2,977,23.68094,90.43935,Shyampur,Kadamtali
2407,"Sector 7, Uttara, Dhaka",18500000,Apartment,3,4,1856,23.86846,90.3928,Uttara,Sector 7
2408,"Road No 7, Banani, Dhaka",13500000,Apartment,3,3,1240,23.75412,90.36958,Banani,Road No 7
2409,"Block I, Bashundhara R-A, Dhaka",11500000,Apartment,3,3,1550,23.66803,90.43935,BashundharaR-A,Block I
2410,"Block I, Bashundhara R-A, Dhaka",12500000,Apartment,3,3,1650,23.66803,90.43935,BashundharaR-A,Block I
2411,"Block C, Aftab Nagar, Dhaka",7400000,Apartment,3,3,1380,23.75596,90.37065,AftabNagar,Block C
2412,"Block I, Bashundhara R-A, Dhaka",10500000,Apartment,3,3,1550,23.66803,90.43935,BashundharaR-A,Block I
2413,"Sector 3, Uttara, Dhaka",14625000,Apartment,3,4,2250,23.86846,90.3928,Uttara,Sector 3
2414,"Block C, Bashundhara R-A, Dhaka",10500000,Apartment,3,3,1400,23.75596,90.37065,BashundharaR-A,Block C
2415,"Block C, Bashundhara R-A, Dhaka",10000000,Apartment,3,3,1400,23.75596,90.37065,BashundharaR-A,Block C
2416,"Sector 10, Uttara, Dhaka",14000000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
2417,"Section 13, Mirpur, Dhaka",5647200,Apartment,3,3,1086,23.81223,90.35967,Mirpur,Section 13
2418,"Section 13, Mirpur, Dhaka",5720000,Apartment,3,3,1100,23.81223,90.35967,Mirpur,Section 13
2419,"Madhya Ajampur, Dakshin Khan, Dhaka",3800000,Apartment,2,2,800,23.85159,90.4151,DakshinKhan,Madhya Ajampur
2420,"Tali office Road, Hazaribag, Dhaka",18000000,Plot,,,1331,23.7448,90.36347,Hazaribag,Tali office Road
2421,"Madhya Ajampur, Dakshin Khan, Dhaka",4500000,Apartment,2,2,1010,23.85159,90.4151,DakshinKhan,Madhya Ajampur
2422,"Sheikhdi, Jatra Bari, Dhaka",3150000,Apartment,2,2,750,23.71667,90.42181,JatraBari,Sheikhdi
2423,"Sector 10, Uttara, Dhaka",14000000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
2424,"Sector 10, Uttara, Dhaka",14000000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
2425,"Sector 10, Uttara, Dhaka",14000000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
2426,"Sector 10, Uttara, Dhaka",14000000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
2427,"Sector 10, Uttara, Dhaka",14000000,Apartment,3,3,1350,23.86846,90.3928,Uttara,Sector 10
2428,"Arambagh, Motijheel, Dhaka",13000000,Apartment,3,2,1307,23.72558,90.42179,Motijheel,Arambagh
2429,"Farmgate, Tejgaon, Dhaka",20020000,Apartment,3,4,1500,23.7921,90.37846,Tejgaon,Farmgate
2430,"Indira Road, Tejgaon, Dhaka",22500000,Apartment,3,3,1651,23.75641,90.3887,Tejgaon,Indira Road
2431,"Chandrima Model Town, Mohammadpur, Dhaka",5600000,Apartment,3,2,1251,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2432,"Chandrima Model Town, Mohammadpur, Dhaka",7600000,Apartment,4,3,1721,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2433,"Arambagh, Motijheel, Dhaka",9225000,Apartment,3,3,1230,23.72558,90.42179,Motijheel,Arambagh
2434,"Arambagh, Motijheel, Dhaka",9225000,Apartment,3,3,1230,23.72558,90.42179,Motijheel,Arambagh
2435,"Arambagh, Motijheel, Dhaka",9225000,Apartment,3,3,1230,23.72558,90.42179,Motijheel,Arambagh
2436,"Sher Shah Suri Road, Mohammadpur, Dhaka",3500000,Apartment,2,2,700,23.76341,90.36579,Mohammadpur,Sher Shah Suri Road
2437,"Shahjahan Road, Mohammadpur, Dhaka",20000000,Apartment,3,4,1860,23.76134,90.36687,Mohammadpur,Shahjahan Road
2438,"Section 12, Mirpur, Dhaka",6000000,Apartment,4,3,1320,23.81223,90.35967,Mirpur,Section 12
2439,"Gulshan 2, Gulshan, Dhaka",35000000,Apartment,3,3,2000,23.79059,90.42566,Gulshan,Gulshan 2
2440,"Gulshan 2, Gulshan, Dhaka",50000000,Apartment,3,3,3000,23.79059,90.42566,Gulshan,Gulshan 2
2441,"Gulshan 2, Gulshan, Dhaka",50000000,Apartment,4,4,3500,23.79059,90.42566,Gulshan,Gulshan 2
2442,"Sector 10, Uttara, Dhaka",13000000,Apartment,4,4,2100,23.86846,90.3928,Uttara,Sector 10
2443,"Dhaka Uddan, Mohammadpur, Dhaka",5200000,Apartment,2,2,750,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2444,"Mirpur DOHS, Mirpur, Dhaka",20000000,Apartment,4,5,2200,23.82896,90.37865,Mirpur,Mirpur DOHS
2445,"Section 15, Mirpur, Dhaka",6700000,Apartment,3,3,1070,23.81223,90.35967,Mirpur,Section 15
2446,"Sector 5, Uttara, Dhaka",7000000,Apartment,3,3,1275,23.86846,90.3928,Uttara,Sector 5
2447,"Mohammadi Housing LTD., Mohammadpur, Dhaka",6000000,Apartment,2,2,1017,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
2448,"Green Road, Dhanmondi, Dhaka",15000000,Apartment,3,4,1635,23.7544,90.38859,Dhanmondi,Green Road
2449,"Pirerbag, Mirpur, Dhaka",5000000,Apartment,3,3,1200,23.81223,90.35967,Mirpur,Pirerbag
2450,"Gulshan 2, Gulshan, Dhaka",63000000,Apartment,4,4,3600,23.79059,90.42566,Gulshan,Gulshan 2
2451,"Merul Badda, Badda, Dhaka",7000000,Apartment,4,4,1450,23.77153,90.4254,Badda,Merul Badda
2452,"Merul Badda, Badda, Dhaka",6800000,Apartment,4,3,1400,23.77153,90.4254,Badda,Merul Badda
2453,"Dhaka Uddan, Mohammadpur, Dhaka",5250000,Apartment,3,3,1500,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2454,"Section 6, Mirpur, Dhaka",7000000,Apartment,3,3,1320,23.81223,90.35967,Mirpur,Section 6
2455,"Farmgate, Tejgaon, Dhaka",20021500,Apartment,3,3,1741,23.7921,90.37846,Tejgaon,Farmgate
2456,"Dhaka Uddan, Mohammadpur, Dhaka",5250000,Apartment,3,3,1500,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2457,"Dhaka Uddan, Mohammadpur, Dhaka",5250000,Apartment,3,3,1500,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2458,"Dhaka Uddan, Mohammadpur, Dhaka",5250000,Apartment,3,3,1500,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2459,"Dhaka Uddan, Mohammadpur, Dhaka",5250000,Apartment,3,3,1500,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2460,"Pirerbag, Mirpur, Dhaka",4000000,Apartment,3,3,1300,23.81223,90.35967,Mirpur,Pirerbag
2461,"Pirerbag, Mirpur, Dhaka",5500000,Apartment,3,3,1100,23.81223,90.35967,Mirpur,Pirerbag
2462,"Pirerbag, Mirpur, Dhaka",5500000,Apartment,3,3,1100,23.81223,90.35967,Mirpur,Pirerbag
2463,"Science Museum To Water Tank Road, Agargaon, Dhaka",7315000,Apartment,3,2,1330,23.77323,90.37154,Agargaon,Science Museum To Water Tank Road
2464,"Goran, Khilgaon, Dhaka",4100000,Apartment,2,2,852,23.75349,90.42469,Khilgaon,Goran
2465,"New Eskaton Road, Eskaton, Dhaka",13200000,Apartment,3,3,1650,23.74751,90.40013,Eskaton,New Eskaton Road
2466,"Sector 14, Uttara, Dhaka",17000000,Apartment,3,4,1770,23.86846,90.3928,Uttara,Sector 14
2467,"Bagicha Mashjid Road, North Shahjahanpur, Dhaka",4680000,Apartment,2,2,900,23.7971,90.37163,NorthShahjahanpur,Bagicha Mashjid Road
2468,"Golapbag, Jatra Bari, Dhaka",8400000,Apartment,3,2,1260,23.71856,90.42791,JatraBari,Golapbag
2469,"South Badda, Badda, Dhaka",4000000,Apartment,2,2,930,23.81501,90.43623,Badda,South Badda
2470,"Road No 18, Banani, Dhaka",20000000,Apartment,3,4,1475,23.76629,90.41775,Banani,Road No 18
2471,"Kallyanpur, Mirpur, Dhaka",8000000,Apartment,3,3,1450,23.81467,90.37306,Mirpur,Kallyanpur
2472,"Science Museum To Water Tank Road, Agargaon, Dhaka",6300000,Apartment,3,2,1260,23.77323,90.37154,Agargaon,Science Museum To Water Tank Road
2473,"East Nakhalpara, Tejgaon, Dhaka",15000000,Plot,,,1173,23.7921,90.37846,Tejgaon,East Nakhalpara
2474,"Block E, Bashundhara R-A, Dhaka",15000000,Apartment,3,5,2278,23.66803,90.43935,BashundharaR-A,Block E
2475,"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,3,1230,23.81223,90.35967,Mirpur,Pirerbag
2476,"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,3,1230,23.81223,90.35967,Mirpur,Pirerbag
2477,"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,3,1230,23.81223,90.35967,Mirpur,Pirerbag
2478,"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,3,1230,23.81223,90.35967,Mirpur,Pirerbag
2479,"Pirerbag, Mirpur, Dhaka",3000000,Apartment,2,2,615,23.81223,90.35967,Mirpur,Pirerbag
2480,"Pirerbag, Mirpur, Dhaka",4500000,Apartment,3,3,1230,23.81223,90.35967,Mirpur,Pirerbag
2481,"Dhaka Uddan, Mohammadpur, Dhaka",4500000,Apartment,3,3,1050,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2482,"Dhaka Uddan, Mohammadpur, Dhaka",4300000,Apartment,3,3,1050,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2483,"Dhaka Uddan, Mohammadpur, Dhaka",3800000,Apartment,3,3,1050,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2484,"Mirpur DOHS, Mirpur, Dhaka",9500000,Apartment,3,2,1100,23.82896,90.37865,Mirpur,Mirpur DOHS
2485,"Dhaka Uddan, Mohammadpur, Dhaka",4700000,Apartment,3,2,1050,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2486,"Kallyanpur, Mirpur, Dhaka",3300000,Apartment,2,2,950,23.81467,90.37306,Mirpur,Kallyanpur
2487,"Kallyanpur, Mirpur, Dhaka",3300000,Apartment,2,2,950,23.81467,90.37306,Mirpur,Kallyanpur
2488,"Nobodoy Housing Society, Mohammadpur, Dhaka",6200000,Apartment,3,3,1100,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
2489,"Pirerbag, Mirpur, Dhaka",3000000,Apartment,2,2,615,23.81223,90.35967,Mirpur,Pirerbag
2490,"Bagicha Mashjid Road, North Shahjahanpur, Dhaka",4680000,Apartment,2,2,900,23.7971,90.37163,NorthShahjahanpur,Bagicha Mashjid Road
2491,"Bagicha Mashjid Road, North Shahjahanpur, Dhaka",4680000,Apartment,2,2,900,23.7971,90.37163,NorthShahjahanpur,Bagicha Mashjid Road
2492,"Bagicha Mashjid Road, North Shahjahanpur, Dhaka",4680000,Apartment,2,2,900,23.7971,90.37163,NorthShahjahanpur,Bagicha Mashjid Road
2493,"West Shewrapara, Mirpur, Dhaka",5500000,Apartment,3,2,1150,23.81223,90.35967,Mirpur,West Shewrapara
2494,"East Rampura, Rampura, Dhaka",7000000,Apartment,4,4,1510,23.76036,90.41909,Rampura,East Rampura
2495,"Ahmed Nagar, Mirpur, Dhaka",6500000,Apartment,3,3,1300,23.81223,90.35967,Mirpur,Ahmed Nagar
2496,"Mirpur DOHS, Mirpur, Dhaka",21000000,Apartment,4,4,2200,23.82896,90.37865,Mirpur,Mirpur DOHS
2497,"Ahmed Nagar, Mirpur, Dhaka",6500000,Apartment,3,3,1300,23.81223,90.35967,Mirpur,Ahmed Nagar
2498,"Ahmed Nagar, Mirpur, Dhaka",6500000,Apartment,3,3,1300,23.81223,90.35967,Mirpur,Ahmed Nagar
2499,"Ahmed Nagar, Mirpur, Dhaka",6500000,Apartment,3,3,1300,23.81223,90.35967,Mirpur,Ahmed Nagar
2500,"Ahmed Nagar, Mirpur, Dhaka",4950000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Ahmed Nagar
2501,"Ahmed Nagar, Mirpur, Dhaka",4950000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Ahmed Nagar
2502,"Purana Paltan, Motijheel, Dhaka",15000000,Apartment,3,3,1359,23.73053,90.41117,Motijheel,Purana Paltan
2503,"Ahmed Nagar, Mirpur, Dhaka",4950000,Apartment,3,2,1100,23.81223,90.35967,Mirpur,Ahmed Nagar
2504,"Khan Bari Road, Kalachandpur, Dhaka",4560000,Apartment,3,3,1140,23.72783,90.48041,Kalachandpur,Khan Bari Road
2505,"Rajia Sultana Road, Mohammadpur, Dhaka",5500000,Apartment,2,2,825,23.76629,90.41775,Mohammadpur,Rajia Sultana Road
2506,"Pirerbag, Mirpur, Dhaka",5000000,Apartment,2,2,1150,23.81223,90.35967,Mirpur,Pirerbag
2507,"Block F, Bashundhara R-A, Dhaka",17000000,Apartment,4,4,2400,23.75625,90.36915,BashundharaR-A,Block F
2508,"Advanced Police Town, Savar, Dhaka",5400000,Apartment,3,3,1430,23.841520000000003,90.24643,Savar,Advanced Police Town
2509,"Uttar Badda, Badda, Dhaka",4360000,Apartment,3,2,1090,23.81501,90.43623,Badda,Uttar Badda
2510,"West Agargaon, Agargaon, Dhaka",7000000,Apartment,3,3,1150,23.77323,90.37154,Agargaon,West Agargaon
2511,"Dhaka Uddan, Mohammadpur, Dhaka",4800000,Apartment,3,3,900,23.76427,90.36547,Mohammadpur,Dhaka Uddan
2512,"Donia, Jatra Bari, Dhaka",4650000,Apartment,2,2,935,23.71667,90.42181,JatraBari,Donia
2513,"Wari, Sutrapur, Dhaka",19500000,Apartment,3,3,1600,23.70311,90.42015,Sutrapur,Wari
2514,"Donia, Jatra Bari, Dhaka",4800000,Apartment,2,2,955,23.71667,90.42181,JatraBari,Donia
2515,"South Keraniganj, Keraniganj, Dhaka",6000000,Apartment,3,3,1200,23.64456,90.34818,Keraniganj,South Keraniganj
2516,"Road No 7, Dhanmondi, Dhaka",35000000,Apartment,4,4,2525,23.75412,90.36958,Dhanmondi,Road No 7
2517,"Sector 4, Purbachal, Dhaka",30000000,Plot,,,3640,23.82653,90.42906,Purbachal,Sector 4
2518,"Ashkona, Dakshin Khan, Dhaka",5500000,Apartment,3,2,1150,23.85159,90.4151,DakshinKhan,Ashkona
2519,"Outer Circular Road, Shiddheswari, Dhaka",11500000,Apartment,3,4,1340,23.72682,90.42152,Shiddheswari,Outer Circular Road
2520,"Outer Circular Road, Shiddheswari, Dhaka",11500000,Apartment,3,4,1340,23.72682,90.42152,Shiddheswari,Outer Circular Road
2521,"Chandrima Model Town, Mohammadpur, Dhaka",6000000,Apartment,3,3,1441,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2522,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10670400,Apartment,3,3,1368,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2523,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10670400,Apartment,3,3,1368,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2524,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10670400,Apartment,3,3,1368,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2525,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10826400,Apartment,3,3,1388,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2526,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10826400,Apartment,3,3,1388,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2527,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",10826400,Apartment,3,3,1388,23.75047,90.36678,Dhanmondi,West Dhanmondi and Shangkar
2528,"Nurjahan Road, Mohammadpur, Dhaka",9100000,Apartment,3,3,1400,23.76037,90.36193,Mohammadpur,Nurjahan Road
2529,"Road No 11A, Dhanmondi, Dhaka",21387500,Apartment,3,3,1475,23.76629,90.41775,Dhanmondi,Road No 11A
2530,"West Shewrapara, Mirpur, Dhaka",7397500,Apartment,3,3,1345,23.81223,90.35967,Mirpur,West Shewrapara
2531,"West Shewrapara, Mirpur, Dhaka",6462500,Apartment,3,2,1175,23.81223,90.35967,Mirpur,West Shewrapara
2532,"Green Road, Kalabagan, Dhaka",9000000,Apartment,3,3,1360,23.7544,90.38859,Kalabagan,Green Road
2533,"Dhaka Housing Main Road, Shyamoli, Dhaka",8500000,Apartment,2,2,1200,23.77395,90.35933,Shyamoli,Dhaka Housing Main Road
2534,"Road No 19, Mohakhali DOHS, Dhaka",50000000,Apartment,4,4,2800,23.78074,90.40911,MohakhaliDOHS,Road No 19
2535,"Uttar Badda, Badda, Dhaka",2700000,Apartment,2,1,682,23.81501,90.43623,Badda,Uttar Badda
2536,"Chandrima Model Town, Mohammadpur, Dhaka",6000000,Apartment,3,3,1441,23.76427,90.36547,Mohammadpur,Chandrima Model Town
2537,"Road No 1, Dhanmondi, Dhaka",45292500,Apartment,4,4,2745,23.7742,90.36502,Dhanmondi,Road No 1
2538,"Road No 11A, Dhanmondi, Dhaka",35000000,Apartment,3,4,2200,23.76629,90.41775,Dhanmondi,Road No 11A
2539,"Uttar Badda, Badda, Dhaka",4158000,Apartment,3,3,1260,23.81501,90.43623,Badda,Uttar Badda
2540,"Uttar Badda, Badda, Dhaka",4455000,Apartment,3,3,1350,23.81501,90.43623,Badda,Uttar Badda
2541,"Uttar Badda, Badda, Dhaka",4455000,Apartment,3,3,1350,23.81501,90.43623,Badda,Uttar Badda
2542,"Road No 11A, Dhanmondi, Dhaka",35000000,Apartment,4,4,2200,23.76629,90.41775,Dhanmondi,Road No 11A
2543,"Block J, Baridhara, Dhaka",22000000,Apartment,4,4,2582,23.8025,90.42285,Baridhara,Block J
2544,"North Shahjahanpur, Shahjahanpur, Dhaka",6600000,Apartment,3,3,1100,23.73723,90.4183,Shahjahanpur,North Shahjahanpur
2545,"Nobodoy Housing Society, Mohammadpur, Dhaka",5800000,Apartment,3,2,1000,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
2546,"Block A, Lalmatia, Dhaka",12000000,Apartment,3,2,1035,23.75669,90.37316,Lalmatia,Block A
2547,"Road No 4, Shyamoli, Dhaka",5000000,Apartment,3,2,1200,23.78855,90.40081,Shyamoli,Road No 4
2548,"Uttar Badda, Badda, Dhaka",4158000,Apartment,3,3,1260,23.81501,90.43623,Badda,Uttar Badda
2549,"Sector 7, Uttara, Dhaka",23500000,Apartment,3,3,1985,23.86846,90.3928,Uttara,Sector 7
2550,"Sector 5, Uttara, Dhaka",11625000,Apartment,3,3,1550,23.86846,90.3928,Uttara,Sector 5
2551,"Sector 5, Uttara, Dhaka",11625000,Apartment,3,3,1550,23.86846,90.3928,Uttara,Sector 5
2552,"Road No 1, Dhanmondi, Dhaka",45292500,Apartment,4,4,2745,23.7742,90.36502,Dhanmondi,Road No 1
2553,"Road No 1, Dhanmondi, Dhaka",45292500,Apartment,4,4,2745,23.7742,90.36502,Dhanmondi,Road No 1
2554,"Kallyanpur, Mirpur, Dhaka",4200000,Apartment,3,3,1050,23.81467,90.37306,Mirpur,Kallyanpur
2555,"Kallyanpur, Mirpur, Dhaka",4200000,Apartment,3,3,1050,23.81467,90.37306,Mirpur,Kallyanpur
2556,"Kallyanpur, Mirpur, Dhaka",4200000,Apartment,3,3,1050,23.81467,90.37306,Mirpur,Kallyanpur
2557,"Nobodoy Housing Society, Mohammadpur, Dhaka",5600000,Apartment,3,2,1000,23.76427,90.36547,Mohammadpur,Nobodoy Housing Society
2558,"Sector 10, Uttara, Dhaka",4500000,Apartment,2,2,1005,23.86846,90.3928,Uttara,Sector 10
2559,"Block B, Bashundhara R-A, Dhaka",11500000,Apartment,3,4,1400,23.75729,90.36781,BashundharaR-A,Block B
2560,"Kazi Motahar Hossain Road, Shegunbagicha, Dhaka",11000000,Apartment,3,3,1600,23.73593,90.40734,Shegunbagicha,Kazi Motahar Hossain Road
2561,"Road No 1, Dhanmondi, Dhaka",45292500,Apartment,4,4,2745,23.7742,90.36502,Dhanmondi,Road No 1
2562,"Road No 1, Dhanmondi, Dhaka",45292500,Apartment,4,4,2745,23.7742,90.36502,Dhanmondi,Road No 1
2563,"Block B, Bashundhara R-A, Dhaka",11500000,Apartment,3,4,1400,23.75729,90.36781,BashundharaR-A,Block B
2564,"North Goran, Khilgaon, Dhaka",5500000,Apartment,3,3,1055,23.75349,90.42469,Khilgaon,North Goran
2565,"Block I, Bashundhara R-A, Dhaka",9000000,Apartment,3,3,1465,23.66803,90.43935,BashundharaR-A,Block I
2566,"Block I, Bashundhara R-A, Dhaka",9000000,Apartment,3,3,1465,23.66803,90.43935,BashundharaR-A,Block I
2567,"Mohammadi Housing LTD., Mohammadpur, Dhaka",4000000,Apartment,2,2,720,23.76427,90.36547,Mohammadpur,Mohammadi Housing LTD.
2568,"Kallyanpur, Mirpur, Dhaka",4200000,Apartment,3,3,1050,23.81467,90.37306,Mirpur,Kallyanpur
2569,"Kallyanpur, Mirpur, Dhaka",4200000,Apartment,3,3,1050,23.81467,90.37306,Mirpur,Kallyanpur
2570,"PC Culture Housing, Mohammadpur, Dhaka",3700000,Apartment,2,2,930,23.76427,90.36547,Mohammadpur,PC Culture Housing
2571,"PC Culture Housing, Mohammadpur, Dhaka",4500000,Apartment,2,2,930,23.76427,90.36547,Mohammadpur,PC Culture Housing
2572,"Block D, Bashundhara R-A, Dhaka",16800000,Apartment,4,4,2100,23.81709,90.43238,BashundharaR-A,Block D
2573,"Block D, Bashundhara R-A, Dhaka",16800000,Apartment,4,4,2100,23.81709,90.43238,BashundharaR-A,Block D
2574,"Block A, Bashundhara R-A, Dhaka",11000000,Apartment,3,4,1680,23.75669,90.37316,BashundharaR-A,Block A
2575,"New Eskaton Road, Eskaton, Dhaka",12510000,Apartment,3,4,1390,23.74751,90.40013,Eskaton,New Eskaton Road
